prediction,label,bleu
"Oh, my God.",Oh my God.,0.0
"It's not just my country, but in the heat, I'm just going to describe the idea of another citizens in a sustainable government.","Not only had my country been attacked, but in a flash, somebody else's actions had turned me from a citizen to a suspect.",0.0
"At the same day, we had to go through the West of the United States, to go into a new city and start with the trying to start with the future.","That same day, we had to drive across Middle America to move to a new city to start grad school.",0.1934884374107349
"I remember, as I remember -- as we were, as we were, as deep as we went to my seat, and I was the first time to be a better time.","And I remember sitting in the passenger seat as we drove in silence, crouched as low as I could go in my seat, for the first time in my life, afraid for anyone to know I was a Muslim.",0.0
"We went to this night in our front of our own city, in a new city that it turns out how a completely different world.",We moved into our apartment that night in a new town in what felt like a completely different world.,0.20389696163541748
"And then, and I read the head of the national organizations, the national organizations, the Indian organizations, the ""Sit,"" ""Sit"","" ""Sit"" in ""The"" -- ""The ""The Bit"" in ""","And then I was hearing and seeing and reading warnings from national Muslim organizations saying things like, ""Be alert,"" ""Be aware,"" ""Stay in well-lit areas,"" ""Don't congregate.""",0.0
I stayed the week.,I stayed inside all week.,0.0
"Then it was discovered in 19 ⁇  week -- the day, the day, the day, to the rain.","And then it was Friday that same week, the day that Muslims congregate for worship.",0.0
"And again, the head of the flu: ""Gon not at this first time that could be a goal.""","And again the warnings were, ""Don't go that first Friday, it could be a target.""",0.0
I saw the wonderful report of the world.,"And I was watching the news, wall-to-wall coverage.",0.0
"The feelings were un-touch, and I heard from the rich, or from people who were looking for you to go to the doctor, and I'm going to go.","Emotions were so raw, understandably, and I was also hearing about attacks on Muslims, or people who were perceived to be Muslim, being pulled out and beaten in the street.",0.0
There were really significant about the drugs.,Mosques were actually firebombed.,0.0
I thought we should stay home.,"And I thought, we should just stay home.",0.0
But something that doesn't really felt right.,"And yet, something didn't feel right.",0.0
"Because the people who had this country, our country, our country.",Because those people who attacked our country attacked our country.,0.0
I've got the evidence of the people on the top of the human beings.,I get it that people were angry at the terrorists.,0.0
"Imagine, I was also angry.",Guess what? So was I.,0.0
It's not easy to explain themselves.,And so to have to explain yourself all the time isn't easy.,0.0
"I don't love to ask questions, I love questions.",I don't mind questions. I love questions.,0.28997844147152074
They are the tools that are hard.,It's the accusations that are tough.,0.0
"And we can actually hear people say, ""It's a problem in this country -- it's called it.","Today we hear people actually saying things like, ""There's a problem in this country, and it's called Muslims.",0.24128961338242935
"When we're going to go out?""","When are we going to get rid of them?""",0.0
Some people want to get paid and make a lot of people.,"So, some people want to ban Muslims and close down mosques.",0.0
They talk about my community like a tumor in the United States.,They talk about my community kind of like we're a tumor in the body of America.,0.37444419647173616
It only question: Are we going to be good or good?,"And the only question is, are we malignant or benign?",0.0
"They know: a tumor tumor tumor, and you're a good tumor, you just put it under a whole tumor.","You know, a malignant tumor you extract altogether, and a benign tumor you just keep under surveillance.",0.0
The other thing is that the question is wrong because the question is wrong.,"The choices don't make sense, because it's the wrong question.",0.0
"They are, like all Americans, no tumor in the United States, but a real organ of organ.","Muslims, like all other Americans, aren't a tumor in the body of America, we're a vital organ.",0.0
Thank you.,Thank you.,0.0
"They are, and teachers, they were called, they were called ""The Bullers and teachers.""","Muslims are inventors and teachers, first responders and Olympic athletes.",0.0
Is the tuing of the Soviet Union?,"Now, is closing down mosques going to make America safer?",0.0
"It may be some park, but not the terror.","It might free up some parking spots, but it will not end terrorism.",0.0
"The lame of a long-term partner to look at other people's ability to look at, and bigger citizens.",Going to a mosque regularly is actually linked to having more tolerant views of people of other faiths and greater civic engagement.,0.0
"And as a man of the police of Washington, DCC, DCC, DC., people are actually not in the gills.","And as one police chief in the Washington, DC area recently told me, people don't actually get radicalized at mosques.",0.0
"They're going to be in their basement or in bed nets, you're going to be in front of your ears.","They get radicalized in their basement or bedroom, in front of a computer.",0.16652408234019814
"In the wheel of the background, you know, he starts online, when the first person gets the person from their community, even their family, so that the person can make a brain that person can make a difference, that person can make the","And what you find about the radicalization process is it starts online, is the person gets cut off from their community, from even their family, so that the extremist group can brainwash them into believing that they, the terrorists, are the",0.22486019674517113
"If we want to get the wheel, we need to go to the people to go to the end.","So if we want to prevent radicalization, we have to keep people going to the mosque.",0.0
"Some of them are still more powerful, the Islam of Islam.","Now, some will still argue Islam is a violent religion.",0.0
"And then, in a group of how the I'm going to do their p.","After all, a group like ISIS bases its brutality on the  ⁇ uran.",0.0
"When the mother, as a mother, when human beings, I think we need to do everything to stop a group of the IS.","Now, as a Muslim, as a mother, as a human being, I think we need to do everything we can to stop a group like ISIS.",0.4406708610649738
"But we would have to study their imagination in their imagination, if you put them as a hot-6 billion dollars.",But we would be giving in to their narrative if we cast them as representatives of a faith of 1.6 billion people.,0.0
Thank you.,Thank you.,0.0
"The I've got so much with the Islam, as the sea-to-to-to-to-sus-to-sus-to-s-to-s-to-to-s-s-to-",ISIS has as much to do with Islam as the Ku Klux Klan has to do with Christianity.,0.0
"Both groups their groups are based on their ""Ho book.""",Both groups claim to base their ideology on their holy book.,0.0
"But if you look at them, they don't keep them, what they're doing in their ""Hut.""","But when you look at them, they're not motivated by what they read in their holy book.",0.22374677077485577
"It's their favorite, which they're doing these things in the literature.",It's their brutality that makes them read these things into the scripture.,0.0
A lot of the most amazing story told me a amazing story.,"Recently, a prominent imam told me a story that really took me aback.",0.0
A girl came to him because they were going to move to the IS.,He said that a girl came to him because she was thinking of going to join ISIS.,0.23952891142463376
"I was really surprised, and I asked him if they had to be in contact with contact with each other.","And I was really surprised and asked him, had she been in contact with a radical religious leader?",0.18728674627858763
"He said, the problem was exactly the opposite. Everybody was working with the first thing they had talked to the use, and she said she said that her sense of the sense of the world, they were just in trouble.","And he said the problem was quite the opposite, that every cleric that she had talked to had shut her down and said that her rage, her sense of injustice in the world, was just going to get her in trouble.",0.0
"From nothing, and something that their sense of the sense of the sense of their sense, she was a huge amount of the instrument that their own.","And so with nowhere to channel and make sense of this anger, she was a prime target to be exploited by extremists promising her a solution.",0.0993195473228234
"This is the connection to God, and her community again.",What this imam did was to connect her back to God and to her community.,0.0
"Instead of taking their anger, he showed her to the ability to make a real change in the world.","He didn't shame her for her rage -- instead, he gave her constructive ways to make real change in the world.",0.25747659932575834
"What they learned in the wind, they were able to get out of the ISS.",What she learned at that mosque prevented her from going to join ISIS.,0.0
"This was a very strong, like the Islam of Islam, and my family.",I've told you a little bit about how Islamophobia affects me and my family.,0.16188613565728213
But how does it look at normal Americans?,But how does it impact ordinary Americans?,0.3549481056010052
How does it look at each other?,How does it impact everyone else?,0.0
"How many of the 24-dimensional, from fear of fear every day, to our thoughts?","How does consuming fear 24 hours a day affect the health of our democracy, the health of our free thought?",0.0
"One study -- actually, a number of studies of studies -- if we're going to be doing, at least three things.","Well, one study -- actually, several studies in neuroscience -- show that when we're afraid, at least three things happen.",0.27048170758554296
"We're more powerful, we're using the military systems, and we're using the fundamental system, and we're using it.","We become more accepting of authoritarianism, conformity and prejudice.",0.0
"One study: If you're test news news, where the basic news was done, they were more likely to be more sophisticated, and they're more powerful countries in the world of the rights of the rights.","One study showed that when subjects were exposed to news stories that were negative about Muslims, they became more accepting of military attacks on Muslim countries and policies that curtail the rights of American Muslims.",0.0
This is not just a common problem.,"Now, this isn't just academic.",0.0
"If you look at the fire against the top of the sea -- between and333 -- then this is three times, but never in the context of terror.","When you look at when anti-Muslim sentiment spiked between 2001 and 2013, it happened three times, but it wasn't around terrorist attacks.",0.1196942203138118
It happened in the front of Iraq and during the two choices.,It was in the run up to the Iraq War and during two election cycles.,0.0
"So, Islam is not just the natural response to the natural response on the high-dimensional response, as I've made it.",So Islamophobia isn't just the natural response to Muslim terrorism as I would have expected.,0.1733705613469748
"It can actually be a tool to the public of the public, to be able to take the very special society of a society that has a good society and good-term citizens.","It can actually be a tool of public manipulation, eroding the very foundation of a free society, which is rational and well-informed citizens.",0.19568336427344607
The fire with a star is a early-up.,Muslims are like canaries in the coal mine.,0.0
"We may be the first thing, but the first thing the most important air of the fear of the word all of us.","We might be the first to feel it, but the toxic air of fear is harming us all.",0.0
"In the end of the state of the state, it's not just to explain itself.",And assigning collective guilt isn't just about having to explain yourself all the time.,0.0
"Dys and his wife were a young, a young, the young pair of the day, the Chan, where they were both in the school.","Deah and his wife Yusor were a young married couple living in Chapel Hill, North Carolina, where they both went to school.",0.0
Dys was a sports.,Deah was an athlete.,0.0
"He was at the ""The Faso, much more powerful ...","He was in dental school, talented, promising ...",0.0
"His sister would say he was the most important person, man's most, man, who was able to know.","And his sister would tell me that he was the sweetest, most generous human being she knew.",0.0
She went down and he showed her life. She was no one.,"She was visiting him there and he showed her his resume, and she was amazed.",0.1773464803015646
"""Oh, from my brothers, such a young man got young man?""","She said, ""When did my baby brother become such an accomplished young man?""",0.17103943246074768
"Just a few weeks after the early days of the Gabo at the morning, and his wife, her neighbor, she's like the sister, ""Sam, Ran, Ran, Ran, Ran, who were","Just a few weeks after Suzanne's visit to her brother and his new wife, their neighbor, Craig Stephen Hicks, murdered them, as well as Yusor's sister, Razan, who was visiting for",0.14509053645909445
He stood eight times at the D.,He shot Deah eight times.,0.0
"And before, I can't just be unqued by definition, but also his own.","So bigotry isn't just immoral, it can even be lethal.",0.0
So back to the beginning.,"So, back to my story.",0.0
What happened after 9 ⁇ 11?,What happened after 9 ⁇ 11?,1.0
Are we going to go to the surface or we went home?,Did we go to the mosque or did we play it safe and stay home?,0.0
"We're using it and for us, because it was not a decision decision, because it went to America, which we want to control our children, one that would control us control, or one, in which we can control our religion.","Well, we talked it over, and it might seem like a small decision, but to us, it was about what kind of America we wanted to leave for our kids: one that would control us by fear or one where we were practicing our",0.1264126146587946
We decided to make us the magic.,So we decided to go to the mosque.,0.0
"With our son, we're going to go back with high school, with high-term.","And we put my son in his car seat, buckled him in, and we drove silently, intensely, to the mosque.",0.0
"I took him out, my shoes, went out, went to the North Korea, and what I saw, I was looking at.","I took him out, I took off my shoes, I walked into the prayer hall and what I saw made me stop.",0.28295596283263513
The Paris was un-touch.,The place was completely full.,0.0
Then the center of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of a kind of,"And then the imam made an announcement, thanking and welcoming our guests, because half the congregation were Christians, Jews, Buddhists, atheists, people of faith and no faith, who had come not to attack us, but",0.0
"In this moment, I'm together.",I just break down at this time.,0.0
"These people were there because they were willing and compassion and compassion, and they had the end of the things that they had.",These people were there because they chose courage and compassion over panic and prejudice.,0.22067731046885494
What will you choose?,What will you choose?,1.0
What will you get to the moment of fear and the last thing?,What will you choose at this time of fear and bigotry?,0.0
Are you going to go on number?,Will you play it safe?,0.0
Or you're going to imagine the ones that I'm better than that.,Or will you join those who say we are better than that?,0.0
Thank you very much.,Thank you.,0.0
Thank you.,Thank you so much.,0.0
"Dewos: So Dia, you seem to have a pragia.","Helen Walters: So Dalia, you seem to have struck a chord.",0.3286657259915995
"But I wonder what you might say that maybe you're going to take a TED, a TED with a high school, in a traditional, working, a po-to-s, and so the rule are not the rule.","But I wonder, what would you say to those who might argue that you're giving a TED Talk, you're clearly a deep thinker, you work at a fancy think tank, you're an exception, you're not the",0.0
What would you say to people say?,What would you say to those people?,0.5623413251903491
"Diaia Mull Mullia: I would say, don't know. I'm completely normal.","Dalia Mogahed: I would say, don't let this stage distract you, I'm completely ordinary.",0.3070427745239413
I'm not a exception.,I'm not an exception.,0.0
My story is not unusual.,My story is not unusual.,1.0
I'm so excited how to do it.,I am as ordinary as they come.,0.0
"If you look at the edge of the world, and I did the largest study of the biggest study on the world, people want to be normal things.","When you look at Muslims around the world -- and I've done this, I've done the largest study ever done on Muslims around the world -- people want ordinary things.",0.0
"They want to be smart for family, they want to work and live in peace.","They want prosperity for their family, they want jobs and they want to live in peace.",0.34634948874699334
So I'm in a sense of a different one.,So I am not in any way an exception.,0.0
"If people like a exception to rule, then the rule of the rule, and they're not the exception of the rule.","When you meet people who seem like an exception to the rule, oftentimes it's that the rule is broken, not that they're an exception to it.",0.0
HW: Thank you so much. Dia Mullia.,HW: Thank you so much. Dalia Mogahed.,0.6606328636027614
"What as a platform for Bulan, it started to be a billion or a billion.",What started as a platform for hobbyists is poised to become a multibillion-dollar industry.,0.17534823156623092
"In the environment, environmental, film, film, film, and JF: These are some of the kinds of different kinds of things that will be done in the world.","Inspection, environmental monitoring, photography and film and journalism: these are some of the potential applications for commercial drones, and their enablers are the capabilities being developed at research facilities around the world.",0.11874939477011179
"Before air-Pabam in our social consciousness, has a prag-a-a-a-a-a-a-a-a-a-a-a-half-half-half-half-half-half","For example, before aerial package delivery entered our social consciousness, an autonomous fleet of flying machines built a six-meter-tall tower composed of 1,500 bricks in front of a live audience at the FRAC Centre in France, and",0.014473865926307124
"By the way, you get high-term speed and the speed of the space and the number of space.","By tethering flying machines, they can achieve high speeds and accelerations in very tight spaces.",0.0
You can also build ourselves from themselves.,They can also autonomously build tensile structures.,0.0
They learned to allow the most famous to allow the drugs and to be able to get to nature.,"Skills learned include how to carry loads, how to cope with disturbances, and in general, how to interact with the physical world.",0.0
Today we want to show you some of our new projects.,Today we want to show you some new projects that we've been working on.,0.4563040025536
Our goal is to make the boundaries of the sound of the flight's mind.,Their aim is to push the boundary of what can be achieved with autonomous flight.,0.0
"So, this system works, it has to know, where the space is in space, the objects are.","Now, for a system to function autonomously, it must collectively know the location of its mobile objects in space.",0.0
"In our lab, we use  ⁇ ero, we often use a lot of the other hand, to find the objects, and then we're going to get to the development of a kind of a sudden.","Back at our lab at ETH  ⁇ urich, we often use external cameras to locate objects, which then allows us to focus our efforts on the rapid development of highly dynamic tasks.",0.09672702430606295
"For the today, we use a new way of using a new amount of competition, a kind of a laboratory of our lab.","For the demos you will see today, however, we will use new localization technology developed by Verity Studios, a spin-off from our lab.",0.0
There is no doubt cameras.,There are no external cameras.,0.0
"Every flight of the brain has been used to create the position of the room, to create the machine, which should be doing.",Each flying machine uses onboard sensors to determine its location in space and onboard computation to determine what its actions should be.,0.0
"And, again, there are places on the front of the day, like B.  ⁇ 0 percent and Yam.""","The only external commands are high-level ones such as ""take off"" and ""land.""",0.0
"This is a ""The,"" and this is a ""the-fairy.""",This is a so-called tail-sitter.,0.0
"A pressure, trying to put two steps with a praglay.",It's an aircraft that tries to have its cake and eat it.,0.0
"As other words, it's in the end of the outside, much more efficient than in all their early days.","Like other fixed-wing aircraft, it is efficient in forward flight, much more so than helicopters and variations thereof.",0.0
"In fact, most of the things that most of the letters can actually be able to put it, and it's very likely to be more likely to be more likely.","Unlike most other fixed-wing aircraft, however, it is capable of hovering, which has huge advantages for takeoff, landing and general versatility.",0.0
There's always a Kunon.,"There is no free lunch, unfortunately.",0.0
"A molecule of the Gunon, that they're sensitive to the sound like winding wind.",One of the limitations with tail-sitters is that they're susceptible to disturbances such as wind gusts.,0.0
We develop new ways to improve this.,We're developing new control architectures and algorithms that address this limitation.,0.0
"The idea is that the flight flight, no matter in what the most powerful position can be able to be able to get through the performance of the power.","The idea is for the aircraft to recover no matter what state it finds itself in, and through practice, improve its performance over time.",0.0
Okay.,OK.,0.0
As we often ask ourselves many fundamental questions that are the core thing to the core thing.,"When doing research, we often ask ourselves fundamental abstract questions that try to get at the heart of a matter.",0.14547201176500693
"One question would be for example, what is the small number of times, small parts of the number of parts of the time?","For example, one such question would be, what is the minimum number of moving parts needed for controlled flight?",0.1691896235111172
There are no reasons for this answer to know how to do this question.,"Now, there are practical reasons why you may want to know the answer to such a question.",0.0
"In fact, about a different ways of the machines that are known to make you.","Helicopters, for example, are affectionately known as machines with a thousand moving parts all conspiring to do you bodily harm.",0.0
"decades ago, at the time, the fuel-based flight, the only two-scale parts, and had a bale.","It turns out that decades ago, skilled pilots were able to fly remote-controlled aircraft that had only two moving parts: a propeller and a tail rudder.",0.0
We discovered that instead of just working with one.,We recently discovered that it could be done with just one.,0.0
"This is the Mono, the ""The Fas"" -- it was invented.","This is the monospinner, the world's mechanically simplest controllable flying machine, invented just a few months ago.",0.0
It just has a huge part of it.,"It has only one moving part, a propeller.",0.0
"Not a praglay, and they're not taking a second, no longer-based, or control, just a very low-term.","It has no flaps, no hinges, no ailerons, no other actuators, no other control surfaces, just a simple propeller.",0.0
"Even though it's a lot of the inside the inside the inside of the space, so it can fly, and it can move around space.","Even though it's mechanically simple, there's a lot going on in its little electronic brain to allow it to fly in a stable fashion and to move anywhere it wants in space.",0.0
"But it doesn't tell the most famous medical state of the mountain, to bring it to the next, I need to get it right.","Even so, it doesn't yet have the sophisticated algorithms of the tail-sitter, which means that in order to get it to fly, I have to throw it just right.",0.0
"The probability, it's right to go right when I'm going to show you, that's why I'm going to show you a video that made the night.","And because the probability of me throwing it just right is very low, given everybody watching me, what we're going to do instead is show you a video that we shot last night.",0.1354579959954072
"If the Mono is a fundamental gene in gene, this machine is here, the O's Bam, who's a great deal with his eight-year-old, a beautiful one in the middle of the day.","If the monospinner is an exercise in frugality, this machine here, the omnicopter, with its eight propellers, is an exercise in excess.",0.0
"What do you do with all this, what do you do?",What can you do with all this surplus?,0.31455601883230705
"You see, he's actually the same thing, it's called ""The B.",The thing to notice is that it is highly symmetric.,0.0
So he's the sign of his head.,"As a result, it is ambivalent to orientation.",0.0
"And it's the rest of the oil, it's the rest of the ability to be the ability.",This gives it an extraordinary capability.,0.0
"In space, all directions in the room, no matter what it is, or even as he's a red.",It can move anywhere it wants in space irrespective of where it is facing and even of how it is rotating.,0.0
"Of course, he's complex, mostly in the area of the past eight of the eight-scale.","It has its own complexities, mainly having to do with the interacting flows from its eight propellers.",0.0
A tiny thing is in the models that will be directly to the rest of the sea.,"Some of this can be modeled, while the rest can be learned on the fly.",0.0
Let's see this.,Let's take a look.,0.0
"If your flight should be part of our relationship, they need to be extremely safe and more safe.","If flying machines are going to enter part of our daily lives, they will need to become extremely safe and reliable.",0.0
This machine here is two separate two neurons of the two-dimensional two-dimensional-dimensional-term.,This machine over here is actually two separate two-propeller flying machines.,0.0
This discovery is in the clocks.,This one wants to spin clockwise.,0.0
And the other against the clocks.,This other one wants to spin counterclockwise.,0.0
"If you put them together, they're moving like a high-dimensional-term-term-to-to-sum.","When you put them together, they behave like one high-performance quadrocopter.",0.31727218786905187
"But something else, or a motor or a motor, which is the potential or a red -- can fly the machine, even if you go.","If anything goes wrong, however -- a motor fails, a propeller fails, electronics, even a battery pack -- the machine can still fly, albeit in a degraded fashion.",0.0
We're going to make this half a half-scale half-being.,We're going to demonstrate this to you now by disabling one of its halves.,0.0
"The last stars of the last, the last part.",This last demonstration is an exploration of synthetic swarms.,0.0
"The Twitter number of light, they're going to create a set of a set of a set of expression.","The large number of autonomous, coordinated entities offers a new palette for aesthetic expression.",0.0
We took a second-to-to-to-to-sum -- every single less than a bread -- and they're using the Llay and the algorithms.,"We've taken commercially available micro quadcopters, each weighing less than a slice of bread, by the way, and outfitted them with our localization technology and custom algorithms.",0.0
"Every single one, where it's in space, and even though there's no high-term.","Because each unit knows where it is in space and is self-controlled, there is really no limit to their number.",0.0
Hopefully you have these tools to make new kinds of ideas.,"Hopefully, these demonstrations will motivate you to dream up new revolutionary roles for flying machines.",0.0
"The particularly, the particularly-scale machine is going to be able to fly the front of the gang, and the most powerful thing that you want to do is to fly in the front of the gang.",That ultrasafe one over there for example has aspirations to become a flying lampshade on Broadway.,0.0
"Of course, it's hard to change the influence of this technology.",The reality is that it is difficult to predict the impact of nascent technology.,0.0
"For guys like us, the Laton in the development and the process.","And for folks like us, the real reward is the journey and the act of creation.",0.17072594528044963
"It's as a memory, as wonderful as a memory and as a wonderful thing, and it's very wonderful, and it allows us to make it so much more difficult to how to create it.","It's a continual reminder of how wonderful and magical the universe we live in is, that it allows creative, clever creatures to sculpt it in such spectacular ways.",0.0
"The fact that this technology has such such such a common way of the potential and economic potential, that's Tobin on the kitchen.",The fact that this technology has such huge commercial and economic potential is just icing on the cake.,0.31011575752288345
Thank you very much.,Thank you.,0.0
"For a billion years ago, most of the galaxy in a very far galaxy two black holes, you're always getting faster than they were growing up the mass of sun in a more efficient energy space.","1.3 billion years ago, in a distant, distant galaxy, two black holes locked into a spiral, converting three Suns' worth of stuff into pure energy in a tenth of a second.",0.1176345357444555
"This short moment for long time, they were looking at the stars in all galaxies in all galaxies.","For that brief moment in time, the glow was brighter than all the stars in all the galaxies in all of the known Universe.",0.1504879399849233
It was a very big tam.,It was a very big bang.,0.6434588841607617
They don't have the energy but they don't have the energy.,But they didn't release their energy in light.,0.0
Let's talk about black black holes.,"I mean, you know, they're black holes.",0.0
"The entire energy was created in space-to-to-to-to-the-to-to-to-to-to-to-to-to-to-sum space, and the universe was going to be able to do","All that energy was pumped into the fabric of space and time itself, making the Universe explode in gravitational waves.",0.0
And we put the kind of like the leaders of the world's first time.,Let me give you a sense of the timescale at work here.,0.0
"For six billion years ago, there was more powerful life on Earth.","1.3 billion years ago, Earth had just managed to evolve multicellular life.",0.2044800736021839
"And then the Earth has the Earth: corals, fish, fish, plants, people, and -- God -- even the Internet.","Since then, Earth has made and evolved corals, fish, plants, dinosaurs, people and even -- God save us -- the Internet.",0.2909802891918455
"About 25 years ago, a particularly group of a group of young, a group of the MIT, Kuni and Dun Dun and Dun Duni, to build a huge laser, to build the front of the front of","And about 25 years ago, a particularly audacious set of people -- Rai Weiss at MIT, Kip Thorne and Ronald Drever at Caltech -- to build a giant laser detector with which to search for the gravitational waves from",0.16350681949708384
Most of them were crazy for crazy.,"Now, most people thought they were nuts.",0.0
"But enough people as a crazy gene, so the U.S.S. the U.S. government.",But enough people realized that they were brilliant nuts that the US National Science Foundation decided to fund their crazy idea.,0.0
"After the last few decades, complex, complex, concept and extremely much more powerful, they were doing the LICOA: the laser POA-E-E-A-to-to-to-to-to-","So after decades of development, construction and imagination and a breathtaking amount of hard work, they built their detector, called LIGO: The Laser Interferometer Gravitational-Wave Observatory.",0.0
In the course of the course of LIIII'm going to be able to be able to be able to be able to be able to be able to do what the average power.,"For the last several years, LIGO's been undergoing a huge expansion in its accuracy, a tremendous improvement in its detection ability.",0.0
"So, you're called him, you're going to call him a look at it now.",It's now called Advanced LIGO as a result.,0.0
"And September 11595, LOAE was asked for a last test for a few more, hard-term problems.","In early September of 2015, LIGO turned on for a final test run while they sorted out a few lingering details.",0.0
"At September 11th of all the days after the United Nations of the audience, the most powerful power of the two-dimensional black holes, through the Earth.","And on September 14 of 2015, just days after the detector had gone live, the gravitational waves from those colliding black holes passed through the Earth.",0.15070010234605377
They went through and I'm going to.,And they passed through you and me.,0.0
And also by the surface of the surface.,And they passed through the detector.,0.0
And the next thing: only two moments in my life were both of my life.,Scott Hughes: There's two moments in my life more emotionally intense than that.,0.23287896954139942
The birth of my daughter.,One is the birth of my daughter.,0.5444460596606694
And the rocks of my colleague father.,The other is when I had to say goodbye to my father when he was terminally ill.,0.0
"In fact, the Lego of my life was the state of my life.","You know, it was the payoff of my career, basically.",0.0
"All the things I worked on is not longer the science-year-old ⁇  AA: This is my very good friend and 1 ⁇ 0s, and he had been working on MIT for 23 years, and he had been working on the","Everything I'd been working on -- it's no longer science fiction ⁇  Allan Adams: So that's my very good friend and collaborator, Scott Hughes, a theoretical physicist at MIT, who has been studying gravitational waves from",0.12486557620383446
"A lot of a sudden, a national-scale-up of space and time.",A gravitational wave is a ripple in the shape of space and time.,0.29126663049139573
"By the wave of the wave, the space of the space and his own content, and the other thing is, and the other one is a direction.","As the wave passes by, it stretches space and everything in it in one direction, and compresses it in the other.",0.0
"At the end of the day, the British stage, often, to the part of the African dance, to the language of the dance.",This has led to countless instructors of general relativity doing a really silly dance to demonstrate in their classes on general relativity.,0.0
"""Den and forth, and they're moving and forth.""","""It stretches and expands, it stretches and expands.""",0.0
"The problem is that common-scale, even more difficult, even more difficult, even more than that.",So the trouble with gravitational waves is that they're very weak; they're preposterously weak.,0.0
"And at September 11th, for example, every one of us, was taken by the waves of the waves of the waves of the waves, and he was on the top of a average age of a average people -- 10 to 10 to 10","For example, the waves that hit us on September 14 -- and yes, every single one of you stretched and compressed under the action of that wave -- when the waves hit, they stretched the average person by one part in 10 to the 21.",0.0
"That means 20 feet, from a half-a-half-old that you're going to take the LOAEOA.","That's a decimal place, 20 zeroes, That's why everyone thought the LIGO people were nuts.",0.0
"With a five kilometers of five-year-old long-old laser, and that's already to have to have this kind of a thousand-foot-foot-foot-foot-half-half-half-half-half-half",Even with a laser detector five kilometers long -- and that's already crazy -- they would have to measure the length of those detectors to less than one thousandth of the radius of the nucleus of an atom.,0.0
At the end of his Facebook of the same time.,And that's preposterous.,0.0
"Kangy Katho, a With LIIIIII'm going to see the waves, ""The trouble are very close to the table.","So towards the end of his classic text on gravity, described the hunt for gravitational waves as follows: He said, ""The technical difficulties to be surmounted in constructing such detectors are enormous.",0.0
"But physicists are, and with the support of the public, all the oldest will be told all the same.""","But physicists are ingenious, and with the support of a broad lay public, all obstacles will surely be overcome.""",0.34119147403233596
In 19 ⁇ 0s this this 19 ⁇  years ago.,"Thorne published that in 19 ⁇ 3, 42 years before he succeeded.",0.0
"And finally, in the middle of LOOOAOA, LI'm going to be more than a ear.","Now, coming back to LIGO, Scott likes to say that LIGO acts like an ear more than it does like an eye.",0.0
I want to explain what that means.,I want to explain what that means.,1.0
"Just to put light a surface that has a lot smaller than the things around us: information, the size of your cell phones.","Visible light has a wavelength, a size, that's much smaller than the things around you, the features on people's faces, the size of your cell phone.",0.2916189410350491
"This is quite amazing, because you can take a picture or a map of things that you get from the points of the light, and you can get around you.","And that's really useful, because it lets you make an image or a map of the things around you, by looking at the light coming from different spots in the scene about you.",0.1177942775123222
In Tem is the different.,Sound is different.,0.0
"And then, instead of having a flu of until 15 feet.",Audible sound has a wavelength that can be up to 50 feet long.,0.0
"So, this is very difficult to actually make a picture of things that you're particularly much.","And that makes it really difficult -- in fact, in practical purposes, impossible -- to make an image of something you really care about.",0.0
The face of your child's child.,Your child's face.,0.0
"Instead, we're looking for certain properties of sound and we're looking for, and we're looking at the story of the story.","Instead, we use sound to listen for features like pitch and tone and rhythm and volume to infer a story behind the sounds.",0.0
"""Oh just Al Gore.""",That's Alice talking.,0.0
"""And the 'cause they.""",That's Bob interrupting.,0.0
"""You're a ""You.""",Silly Bob.,0.0
The same thing for military marketing.,"So, the same is true of gravitational waves.",0.0
We can't deal with them simple pictures of objects in space.,We can't use them to make simple images of things out in the Universe.,0.0
"But by using the changes in the Amas and the frequency of the waves, we can tell their stories.","But by listening to changes in the amplitude and frequency of those waves, we can hear the story that those waves are telling.",0.1758106683958892
"For example, for LICOAE's version of the field of the field.","And at least for LIGO, the frequencies that it can hear are in the audio band.",0.0
"So if we can hear patterns in a way, we can hear the All of the space.","So if we convert the wave patterns into pressure waves and air, into sound, we can literally hear the Universe speaking to us.",0.0
"The first to be able to tell us about the two-dimensional black holes, which is, as my next year, very long.","For example, listening to gravity, just in this way, can tell us a lot about the collision of two black holes, something my colleague Scott has spent an awful lot of time thinking about.",0.0
"S: Two black holes, not black holes, or just black holes, you just see.","SH: If the two black holes are non-spinning, you get a very simple chirp: whoop ⁇ ",0.0
"Dr. The two body is very quickly, you put the same level with a sound of a sound, and that sounds like this: ""B-too-too-to-to-to-to-sum-sum-sum","If the two bodies are spinning very rapidly, I have that same chirp, but with a modulation on top of it, so it kind of goes: whir, whir, whir ⁇ ",0.0
"It's a kind of a powerful, a kind of powerful, called the waves.",It's sort of the vocabulary of spin imprinted on this waveform.,0.0
"AA: Am September September 115 -- a six-old, which I never forget -- who's in the last one, ""Sam, who knows, who knows that sound has to hear, as a sound, it's","AA: So on September 14, 2015, a date that's definitely going to live in my memory, LIGO heard this:  ⁇ Whirring sound ⁇  So if you know how to listen, that is the sound of --",0.0
"AA: We're going to tell you, what that means.",AA: It's worth pausing here to think about what that means.,0.24107473040766197
